"Market","Season","Date","Bales","Total"
"US_Average","2020/2021",2021-07-07,"Daily",1114
"US_Average","2020/2021",2021-07-06,"Cumulative",1380414
"US_Average","2020/2021",2021-07-06,"Daily",0
"US_Average","2020/2021",2021-07-02,"Cumulative",1380414
"US_Average","2020/2021",2021-07-02,"Daily",621
"US_Average","2020/2021",2021-07-01,"Cumulative",1379793
"US_Average","2020/2021",2021-07-01,"Daily",1589
"US_Average","2020/2021",2021-06-30,"Cumulative",1378204
"US_Average","2020/2021",2021-06-30,"Daily",1982
"US_Average","2020/2021",2021-06-29,"Cumulative",1376222
"US_Average","2020/2021",2021-06-29,"Daily",443
"US_Average","2020/2021",2021-06-28,"Cumulative",1375779
"US_Average","2020/2021",2021-06-28,"Daily",633
"US_Average","2020/2021",2021-06-25,"Cumulative",1375146
"US_Average","2020/2021",2021-06-25,"Daily",0
"US_Average","2020/2021",2021-06-24,"Cumulative",1375146
"US_Average","2020/2021",2021-06-24,"Daily",39
"US_Average","2020/2021",2021-06-23,"Cumulative",1375107
"US_Average","2020/2021",2021-06-23,"Daily",434
"US_Average","2020/2021",2021-06-22,"Cumulative",1374673
"US_Average","2020/2021",2021-06-22,"Daily",1
"US_Average","2020/2021",2021-06-21,"Cumulative",1374672
"US_Average","2020/2021",2021-06-21,"Daily",70
"US_Average","2020/2021",2021-06-18,"Cumulative",1374602
"US_Average","2020/2021",2021-06-18,"Daily",181
"US_Average","2020/2021",2021-06-17,"Cumulative",1374421
"US_Average","2020/2021",2021-06-17,"Daily",560
"US_Average","2020/2021",2021-06-16,"Cumulative",1373861
"US_Average","2020/2021",2021-06-16,"Daily",33
"US_Average","2020/2021",2021-06-15,"Cumulative",1373828
"US_Average","2020/2021",2021-06-15,"Daily",7
"US_Average","2020/2021",2021-06-14,"Cumulative",1373821
"US_Average","2020/2021",2021-06-14,"Daily",8987
"US_Average","2020/2021",2021-06-11,"Cumulative",1364834
"US_Average","2020/2021",2021-06-11,"Daily",535
"US_Average","2020/2021",2021-06-10,"Cumulative",1364299
"US_Average","2020/2021",2021-06-10,"Daily",969
"US_Average","2020/2021",2021-06-09,"Cumulative",1363330
"US_Average","2020/2021",2021-06-09,"Daily",599
"US_Average","2020/2021",2021-06-08,"Cumulative",1362731
"US_Average","2020/2021",2021-06-08,"Daily",0
"US_Average","2020/2021",2021-06-07,"Cumulative",1362731
"US_Average","2020/2021",2021-06-07,"Daily",0
"US_Average","2020/2021",2021-06-04,"Cumulative",1362731
"US_Average","2020/2021",2021-06-04,"Daily",183
"US_Average","2020/2021",2021-06-03,"Cumulative",1362548
"US_Average","2020/2021",2021-06-03,"Daily",88
"US_Average","2020/2021",2021-06-02,"Cumulative",1362460
"US_Average","2020/2021",2021-06-02,"Daily",21
"US_Average","2020/2021",2021-06-01,"Cumulative",1362439
"US_Average","2020/2021",2021-06-01,"Daily",0
"US_Average","2020/2021",2021-05-28,"Cumulative",1362439
"US_Average","2020/2021",2021-05-28,"Daily",143
"US_Average","2020/2021",2021-05-27,"Cumulative",1362296
"US_Average","2020/2021",2021-05-27,"Daily",301
"US_Average","2020/2021",2021-05-26,"Cumulative",1361995
"US_Average","2020/2021",2021-05-26,"Daily",151
"US_Average","2020/2021",2021-05-25,"Cumulative",1361844
"US_Average","2020/2021",2021-05-25,"Daily",223
"US_Average","2020/2021",2021-05-24,"Cumulative",1361621
"US_Average","2020/2021",2021-05-24,"Daily",0
"US_Average","2020/2021",2021-05-21,"Cumulative",1361621
"US_Average","2020/2021",2021-05-21,"Daily",69
"US_Average","2020/2021",2021-05-20,"Cumulative",1361552
"US_Average","2020/2021",2021-05-20,"Daily",521
"US_Average","2020/2021",2021-05-19,"Cumulative",1361031
"US_Average","2020/2021",2021-05-19,"Daily",62
"US_Average","2020/2021",2021-05-18,"Cumulative",1360969
"US_Average","2020/2021",2021-05-18,"Daily",264
"US_Average","2020/2021",2021-05-17,"Cumulative",1360705
"US_Average","2020/2021",2021-05-17,"Daily",0
"US_Average","2020/2021",2021-05-14,"Cumulative",1360705
"US_Average","2020/2021",2021-05-14,"Daily",288
"US_Average","2020/2021",2021-05-13,"Cumulative",1360417
"US_Average","2020/2021",2021-05-13,"Daily",3335
"US_Average","2020/2021",2021-05-12,"Cumulative",1357082
"US_Average","2020/2021",2021-05-12,"Daily",707
"US_Average","2020/2021",2021-05-11,"Cumulative",1356375
"US_Average","2020/2021",2021-05-11,"Daily",1301
"US_Average","2020/2021",2021-05-10,"Cumulative",1355074
"US_Average","2020/2021",2021-05-10,"Daily",0
"US_Average","2020/2021",2021-05-07,"Cumulative",1355074
"US_Average","2020/2021",2021-05-07,"Daily",3647
"US_Average","2020/2021",2021-05-06,"Cumulative",1351427
"US_Average","2020/2021",2021-05-06,"Daily",918
"US_Average","2020/2021",2021-05-05,"Cumulative",1350509
"US_Average","2020/2021",2021-05-05,"Daily",262
"US_Average","2020/2021",2021-05-04,"Cumulative",1350247
"US_Average","2020/2021",2021-05-04,"Daily",892
"US_Average","2020/2021",2021-05-03,"Cumulative",1349355
"US_Average","2020/2021",2021-05-03,"Daily",0
"US_Average","2020/2021",2021-04-30,"Cumulative",1349355
"US_Average","2020/2021",2021-04-30,"Daily",255
"US_Average","2020/2021",2021-04-29,"Cumulative",1349100
"US_Average","2020/2021",2021-04-29,"Daily",176
"US_Average","2020/2021",2021-04-28,"Cumulative",1348924
"US_Average","2020/2021",2021-04-28,"Daily",1090
"US_Average","2020/2021",2021-04-27,"Cumulative",1347834
"US_Average","2020/2021",2021-04-27,"Daily",6195
"US_Average","2020/2021",2021-04-26,"Cumulative",1341639
"US_Average","2020/2021",2021-04-26,"Daily",453
"US_Average","2020/2021",2021-04-23,"Cumulative",1341186
"US_Average","2020/2021",2021-04-23,"Daily",2924
"US_Average","2020/2021",2021-04-22,"Cumulative",1338262
"US_Average","2020/2021",2021-04-22,"Daily",1356
"US_Average","2020/2021",2021-04-21,"Cumulative",1336906
"US_Average","2020/2021",2021-04-21,"Daily",431
"US_Average","2020/2021",2021-04-20,"Cumulative",1336475
"US_Average","2020/2021",2021-04-20,"Daily",1674
"US_Average","2020/2021",2021-04-19,"Cumulative",1334801
"US_Average","2020/2021",2021-04-19,"Daily",995
"US_Average","2020/2021",2021-04-16,"Cumulative",1333806
"US_Average","2020/2021",2021-04-16,"Daily",1354
"US_Average","2020/2021",2021-04-15,"Cumulative",1332452
"US_Average","2020/2021",2021-04-15,"Daily",5758
"US_Average","2020/2021",2021-04-14,"Cumulative",1326694
"US_Average","2020/2021",2021-04-14,"Daily",343
"US_Average","2020/2021",2021-04-13,"Cumulative",1326351
"US_Average","2020/2021",2021-04-13,"Daily",874
"US_Average","2020/2021",2021-04-12,"Cumulative",1325477
"US_Average","2020/2021",2021-04-12,"Daily",329
"US_Average","2020/2021",2021-04-09,"Cumulative",1325148
"US_Average","2020/2021",2021-04-09,"Daily",1828
"US_Average","2020/2021",2021-04-08,"Cumulative",1323320
"US_Average","2020/2021",2021-04-08,"Daily",1197
"US_Average","2020/2021",2021-04-07,"Cumulative",1322123
"US_Average","2020/2021",2021-04-07,"Daily",3480
"US_Average","2020/2021",2021-04-06,"Cumulative",1318643
"US_Average","2020/2021",2021-04-06,"Daily",3034
"US_Average","2020/2021",2021-04-05,"Cumulative",1315609
"US_Average","2020/2021",2021-04-05,"Daily",76
"US_Average","2020/2021",2021-04-01,"Cumulative",1315533
"US_Average","2020/2021",2021-04-01,"Daily",3044
"US_Average","2020/2021",2021-03-31,"Cumulative",1312489
"US_Average","2020/2021",2021-03-31,"Daily",1303
"US_Average","2020/2021",2021-03-30,"Cumulative",1311186
"US_Average","2020/2021",2021-03-30,"Daily",3580
"US_Average","2020/2021",2021-03-29,"Cumulative",1307606
"US_Average","2020/2021",2021-03-29,"Daily",2640
"US_Average","2020/2021",2021-03-26,"Cumulative",1304966
"US_Average","2020/2021",2021-03-26,"Daily",571
"US_Average","2020/2021",2021-03-25,"Cumulative",1304395
"US_Average","2020/2021",2021-03-25,"Daily",279
"US_Average","2020/2021",2021-03-24,"Cumulative",1304116
"US_Average","2020/2021",2021-03-24,"Daily",577
"US_Average","2020/2021",2021-03-23,"Cumulative",1303539
"US_Average","2020/2021",2021-03-23,"Daily",1579
"US_Average","2020/2021",2021-03-22,"Cumulative",1301960
"US_Average","2020/2021",2021-03-22,"Daily",568
"US_Average","2020/2021",2021-03-19,"Cumulative",1301392
"US_Average","2020/2021",2021-03-19,"Daily",638
"US_Average","2020/2021",2021-03-18,"Cumulative",1300754
"US_Average","2020/2021",2021-03-18,"Daily",1344
"US_Average","2020/2021",2021-03-17,"Cumulative",1299410
"US_Average","2020/2021",2021-03-17,"Daily",4831
"US_Average","2020/2021",2021-03-16,"Cumulative",1294579
"US_Average","2020/2021",2021-03-16,"Daily",357
"US_Average","2020/2021",2021-03-15,"Cumulative",1294222
"US_Average","2020/2021",2021-03-15,"Daily",3383
"US_Average","2020/2021",2021-03-12,"Cumulative",1290839
"US_Average","2020/2021",2021-03-12,"Daily",759
"US_Average","2020/2021",2021-03-11,"Cumulative",1290080
"US_Average","2020/2021",2021-03-11,"Daily",3814
"US_Average","2020/2021",2021-03-10,"Cumulative",1286266
"US_Average","2020/2021",2021-03-10,"Daily",6660
"US_Average","2020/2021",2021-03-09,"Cumulative",1279606
"US_Average","2020/2021",2021-03-09,"Daily",9761
"US_Average","2020/2021",2021-03-08,"Cumulative",1269845
"US_Average","2020/2021",2021-03-08,"Daily",7078
"US_Average","2020/2021",2021-03-05,"Cumulative",1262767
"US_Average","2020/2021",2021-03-05,"Daily",3467
"US_Average","2020/2021",2021-03-04,"Cumulative",1259300
"US_Average","2020/2021",2021-03-04,"Daily",1496
"US_Average","2020/2021",2021-03-03,"Cumulative",1257804
"US_Average","2020/2021",2021-03-03,"Daily",2192
"US_Average","2020/2021",2021-03-02,"Cumulative",1255612
"US_Average","2020/2021",2021-03-02,"Daily",4791
"US_Average","2020/2021",2021-03-01,"Cumulative",1250821
"US_Average","2020/2021",2021-03-01,"Daily",2421
"US_Average","2020/2021",2021-02-26,"Cumulative",1248400
"US_Average","2020/2021",2021-02-26,"Daily",705
"US_Average","2020/2021",2021-02-25,"Cumulative",1247695
"US_Average","2020/2021",2021-02-25,"Daily",3541
"US_Average","2020/2021",2021-02-24,"Cumulative",1244154
"US_Average","2020/2021",2021-02-24,"Daily",3309
"US_Average","2020/2021",2021-02-23,"Cumulative",1240845
"US_Average","2020/2021",2021-02-23,"Daily",1448
"US_Average","2020/2021",2021-02-22,"Cumulative",1239397
"US_Average","2020/2021",2021-02-22,"Daily",3605
"US_Average","2020/2021",2021-02-19,"Cumulative",1235792
"US_Average","2020/2021",2021-02-19,"Daily",4347
"US_Average","2020/2021",2021-02-18,"Cumulative",1231445
"US_Average","2020/2021",2021-02-18,"Daily",1873
"US_Average","2020/2021",2021-02-17,"Cumulative",1229572
"US_Average","2020/2021",2021-02-17,"Daily",1760
"US_Average","2020/2021",2021-02-16,"Cumulative",1227812
"US_Average","2020/2021",2021-02-16,"Daily",4748
"US_Average","2020/2021",2021-02-12,"Cumulative",1223064
"US_Average","2020/2021",2021-02-12,"Daily",1245
"US_Average","2020/2021",2021-02-11,"Cumulative",1221819
"US_Average","2020/2021",2021-02-11,"Daily",667
"US_Average","2020/2021",2021-02-10,"Cumulative",1221152
"US_Average","2020/2021",2021-02-10,"Daily",6968
"US_Average","2020/2021",2021-02-09,"Cumulative",1214184
"US_Average","2020/2021",2021-02-09,"Daily",13909
"US_Average","2020/2021",2021-02-08,"Cumulative",1200275
"US_Average","2020/2021",2021-02-08,"Daily",5012
"US_Average","2020/2021",2021-02-05,"Cumulative",1195263
"US_Average","2020/2021",2021-02-05,"Daily",14929
"US_Average","2020/2021",2021-02-04,"Cumulative",1180334
"US_Average","2020/2021",2021-02-04,"Daily",22864
"US_Average","2020/2021",2021-02-03,"Cumulative",1157470
"US_Average","2020/2021",2021-02-03,"Daily",5143
"US_Average","2020/2021",2021-02-02,"Cumulative",1152327
"US_Average","2020/2021",2021-02-02,"Daily",5589
"US_Average","2020/2021",2021-02-01,"Cumulative",1146738
"US_Average","2020/2021",2021-02-01,"Daily",5249
"US_Average","2020/2021",2021-01-29,"Cumulative",1141489
"US_Average","2020/2021",2021-01-29,"Daily",3294
"US_Average","2020/2021",2021-01-28,"Cumulative",1138195
"US_Average","2020/2021",2021-01-28,"Daily",6506
"US_Average","2020/2021",2021-01-27,"Cumulative",1131689
"US_Average","2020/2021",2021-01-27,"Daily",7024
"US_Average","2020/2021",2021-01-26,"Cumulative",1124665
"US_Average","2020/2021",2021-01-26,"Daily",6535
"US_Average","2020/2021",2021-01-25,"Cumulative",1118130
"US_Average","2020/2021",2021-01-25,"Daily",5032
"US_Average","2020/2021",2021-01-22,"Cumulative",1113098
"US_Average","2020/2021",2021-01-22,"Daily",8431
"US_Average","2020/2021",2021-01-21,"Cumulative",1104667
"US_Average","2020/2021",2021-01-21,"Daily",16145
"US_Average","2020/2021",2021-01-20,"Cumulative",1088522
"US_Average","2020/2021",2021-01-20,"Daily",8807
"US_Average","2020/2021",2021-01-19,"Cumulative",1079715
"US_Average","2020/2021",2021-01-19,"Daily",12073
"US_Average","2020/2021",2021-01-15,"Cumulative",1067642
"US_Average","2020/2021",2021-01-15,"Daily",7152
"US_Average","2020/2021",2021-01-14,"Cumulative",1060490
"US_Average","2020/2021",2021-01-14,"Daily",13340
"US_Average","2020/2021",2021-01-13,"Cumulative",1047150
"US_Average","2020/2021",2021-01-13,"Daily",22662
"US_Average","2020/2021",2021-01-12,"Cumulative",1024488
"US_Average","2020/2021",2021-01-12,"Daily",30386
"US_Average","2020/2021",2021-01-11,"Cumulative",994102
"US_Average","2020/2021",2021-01-11,"Daily",5131
"US_Average","2020/2021",2021-01-08,"Cumulative",988971
"US_Average","2020/2021",2021-01-08,"Daily",8140
"US_Average","2020/2021",2021-01-07,"Cumulative",980831
"US_Average","2020/2021",2021-01-07,"Daily",8271
"US_Average","2020/2021",2021-01-06,"Cumulative",972560
"US_Average","2020/2021",2021-01-06,"Daily",20567
"US_Average","2020/2021",2021-01-05,"Cumulative",951993
"US_Average","2020/2021",2021-01-05,"Daily",19958
"US_Average","2020/2021",2021-01-04,"Cumulative",932035
"US_Average","2020/2021",2021-01-04,"Daily",18554
"US_Average","2020/2021",2020-12-31,"Cumulative",913481
"US_Average","2020/2021",2020-12-31,"Daily",13666
"US_Average","2020/2021",2020-12-30,"Cumulative",899815
"US_Average","2020/2021",2020-12-30,"Daily",17291
"US_Average","2020/2021",2020-12-29,"Cumulative",882524
"US_Average","2020/2021",2020-12-29,"Daily",28138
"US_Average","2020/2021",2020-12-28,"Cumulative",854386
"US_Average","2020/2021",2020-12-28,"Daily",9440
"US_Average","2020/2021",2020-12-24,"Cumulative",844946
"US_Average","2020/2021",2020-12-24,"Daily",10534
"US_Average","2020/2021",2020-12-23,"Cumulative",834412
"US_Average","2020/2021",2020-12-23,"Daily",12561
"US_Average","2020/2021",2020-12-22,"Cumulative",821851
"US_Average","2020/2021",2020-12-22,"Daily",10934
"US_Average","2020/2021",2020-12-21,"Cumulative",810917
"US_Average","2020/2021",2020-12-21,"Daily",8973
"US_Average","2020/2021",2020-12-18,"Cumulative",801944
"US_Average","2020/2021",2020-12-18,"Daily",19198
"US_Average","2020/2021",2020-12-17,"Cumulative",782746
"US_Average","2020/2021",2020-12-17,"Daily",38237
"US_Average","2020/2021",2020-12-16,"Cumulative",744509
"US_Average","2020/2021",2020-12-16,"Daily",38570
"US_Average","2020/2021",2020-12-15,"Cumulative",705939
"US_Average","2020/2021",2020-12-15,"Daily",25177
"US_Average","2020/2021",2020-12-14,"Cumulative",680762
"US_Average","2020/2021",2020-12-14,"Daily",29338
"US_Average","2020/2021",2020-12-11,"Cumulative",651424
"US_Average","2020/2021",2020-12-11,"Daily",21342
"US_Average","2020/2021",2020-12-10,"Cumulative",630082
"US_Average","2020/2021",2020-12-10,"Daily",42351
"US_Average","2020/2021",2020-12-09,"Cumulative",587731
"US_Average","2020/2021",2020-12-09,"Daily",15637
"US_Average","2020/2021",2020-12-08,"Cumulative",572094
"US_Average","2020/2021",2020-12-08,"Daily",14825
"US_Average","2020/2021",2020-12-07,"Cumulative",557269
"US_Average","2020/2021",2020-12-07,"Daily",8068
"US_Average","2020/2021",2020-12-04,"Cumulative",549201
"US_Average","2020/2021",2020-12-04,"Daily",18057
"US_Average","2020/2021",2020-12-03,"Cumulative",531144
"US_Average","2020/2021",2020-12-03,"Daily",17365
"US_Average","2020/2021",2020-12-02,"Cumulative",513779
"US_Average","2020/2021",2020-12-02,"Daily",8277
"US_Average","2020/2021",2020-12-01,"Cumulative",505502
"US_Average","2020/2021",2020-12-01,"Daily",11161
"US_Average","2020/2021",2020-11-30,"Cumulative",494341
"US_Average","2020/2021",2020-11-30,"Daily",9317
"US_Average","2020/2021",2020-11-27,"Cumulative",485024
"US_Average","2020/2021",2020-11-27,"Daily",5962
"US_Average","2020/2021",2020-11-25,"Cumulative",479062
"US_Average","2020/2021",2020-11-25,"Daily",8295
"US_Average","2020/2021",2020-11-24,"Cumulative",470767
"US_Average","2020/2021",2020-11-24,"Daily",12515
"US_Average","2020/2021",2020-11-23,"Cumulative",458252
"US_Average","2020/2021",2020-11-23,"Daily",43748
"US_Average","2020/2021",2020-11-20,"Cumulative",414504
"US_Average","2020/2021",2020-11-20,"Daily",18770
"US_Average","2020/2021",2020-11-19,"Cumulative",395734
"US_Average","2020/2021",2020-11-19,"Daily",12338
"US_Average","2020/2021",2020-11-18,"Cumulative",383396
"US_Average","2020/2021",2020-11-18,"Daily",14595
"US_Average","2020/2021",2020-11-17,"Cumulative",368801
"US_Average","2020/2021",2020-11-17,"Daily",15653
"US_Average","2020/2021",2020-11-16,"Cumulative",353148
"US_Average","2020/2021",2020-11-16,"Daily",11119
"US_Average","2020/2021",2020-11-13,"Cumulative",342029
"US_Average","2020/2021",2020-11-13,"Daily",2138
"US_Average","2020/2021",2020-11-12,"Cumulative",339891
"US_Average","2020/2021",2020-11-12,"Daily",3264
"US_Average","2020/2021",2020-11-11,"Cumulative",336627
"US_Average","2020/2021",2020-11-11,"Daily",3153
"US_Average","2020/2021",2020-11-10,"Cumulative",333474
"US_Average","2020/2021",2020-11-10,"Daily",8470
"US_Average","2020/2021",2020-11-09,"Cumulative",325004
"US_Average","2020/2021",2020-11-09,"Daily",5737
"US_Average","2020/2021",2020-11-06,"Cumulative",319267
"US_Average","2020/2021",2020-11-06,"Daily",2006
"US_Average","2020/2021",2020-11-05,"Cumulative",317261
"US_Average","2020/2021",2020-11-05,"Daily",6809
"US_Average","2020/2021",2020-11-04,"Cumulative",310452
"US_Average","2020/2021",2020-11-04,"Daily",3918
"US_Average","2020/2021",2020-11-03,"Cumulative",306534
"US_Average","2020/2021",2020-11-03,"Daily",1686
"US_Average","2020/2021",2020-11-02,"Cumulative",304848
"US_Average","2020/2021",2020-11-02,"Daily",2930
"US_Average","2020/2021",2020-10-30,"Cumulative",301918
"US_Average","2020/2021",2020-10-30,"Daily",881
"US_Average","2020/2021",2020-10-29,"Cumulative",301037
"US_Average","2020/2021",2020-10-29,"Daily",1038
"US_Average","2020/2021",2020-10-28,"Cumulative",299999
"US_Average","2020/2021",2020-10-28,"Daily",3045
"US_Average","2020/2021",2020-10-27,"Cumulative",296954
"US_Average","2020/2021",2020-10-27,"Daily",6005
"US_Average","2020/2021",2020-10-26,"Cumulative",290949
"US_Average","2020/2021",2020-10-26,"Daily",2871
"US_Average","2020/2021",2020-10-23,"Cumulative",288078
"US_Average","2020/2021",2020-10-23,"Daily",4332
"US_Average","2020/2021",2020-10-22,"Cumulative",283746
"US_Average","2020/2021",2020-10-22,"Daily",7139
"US_Average","2020/2021",2020-10-21,"Cumulative",276607
"US_Average","2020/2021",2020-10-21,"Daily",3823
"US_Average","2020/2021",2020-10-20,"Cumulative",272784
"US_Average","2020/2021",2020-10-20,"Daily",5413
"US_Average","2020/2021",2020-10-19,"Cumulative",267371
"US_Average","2020/2021",2020-10-19,"Daily",4935
"US_Average","2020/2021",2020-10-16,"Cumulative",262436
"US_Average","2020/2021",2020-10-16,"Daily",9049
"US_Average","2020/2021",2020-10-15,"Cumulative",253387
"US_Average","2020/2021",2020-10-15,"Daily",5707
"US_Average","2020/2021",2020-10-14,"Cumulative",247680
"US_Average","2020/2021",2020-10-14,"Daily",15759
"US_Average","2020/2021",2020-10-13,"Cumulative",231921
"US_Average","2020/2021",2020-10-13,"Daily",4780
"US_Average","2020/2021",2020-10-12,"Cumulative",227141
"US_Average","2020/2021",2020-10-12,"Daily",0
"US_Average","2020/2021",2020-10-09,"Cumulative",227141
"US_Average","2020/2021",2020-10-09,"Daily",10407
"US_Average","2020/2021",2020-10-08,"Cumulative",216734
"US_Average","2020/2021",2020-10-08,"Daily",5926
"US_Average","2020/2021",2020-10-07,"Cumulative",210808
"US_Average","2020/2021",2020-10-07,"Daily",10646
"US_Average","2020/2021",2020-10-06,"Cumulative",200162
"US_Average","2020/2021",2020-10-06,"Daily",3188
"US_Average","2020/2021",2020-10-05,"Cumulative",196974
"US_Average","2020/2021",2020-10-05,"Daily",8285
"US_Average","2020/2021",2020-10-02,"Cumulative",188689
"US_Average","2020/2021",2020-10-02,"Daily",789
"US_Average","2020/2021",2020-10-01,"Cumulative",187900
"US_Average","2020/2021",2020-10-01,"Daily",6149
"US_Average","2020/2021",2020-09-30,"Cumulative",181751
"US_Average","2020/2021",2020-09-30,"Daily",5831
"US_Average","2020/2021",2020-09-29,"Cumulative",175920
"US_Average","2020/2021",2020-09-29,"Daily",711
"US_Average","2020/2021",2020-09-28,"Cumulative",175209
"US_Average","2020/2021",2020-09-28,"Daily",1460
"US_Average","2020/2021",2020-09-25,"Cumulative",173749
"US_Average","2020/2021",2020-09-25,"Daily",3339
"US_Average","2020/2021",2020-09-24,"Cumulative",170410
"US_Average","2020/2021",2020-09-24,"Daily",1989
"US_Average","2020/2021",2020-09-23,"Cumulative",168421
"US_Average","2020/2021",2020-09-23,"Daily",2985
"US_Average","2020/2021",2020-09-22,"Cumulative",165436
"US_Average","2020/2021",2020-09-22,"Daily",1275
"US_Average","2020/2021",2020-09-21,"Cumulative",164161
"US_Average","2020/2021",2020-09-21,"Daily",2584
"US_Average","2020/2021",2020-09-18,"Cumulative",161577
"US_Average","2020/2021",2020-09-18,"Daily",2604
"US_Average","2020/2021",2020-09-17,"Cumulative",158973
"US_Average","2020/2021",2020-09-17,"Daily",5709
"US_Average","2020/2021",2020-09-16,"Cumulative",153264
"US_Average","2020/2021",2020-09-16,"Daily",4400
"US_Average","2020/2021",2020-09-15,"Cumulative",148864
"US_Average","2020/2021",2020-09-15,"Daily",3467
"US_Average","2020/2021",2020-09-14,"Cumulative",145397
"US_Average","2020/2021",2020-09-14,"Daily",9600
"US_Average","2020/2021",2020-09-11,"Cumulative",135797
"US_Average","2020/2021",2020-09-11,"Daily",10528
"US_Average","2020/2021",2020-09-10,"Cumulative",125269
"US_Average","2020/2021",2020-09-10,"Daily",7143
"US_Average","2020/2021",2020-09-09,"Cumulative",118126
"US_Average","2020/2021",2020-09-09,"Daily",1739
"US_Average","2020/2021",2020-09-08,"Cumulative",116387
"US_Average","2020/2021",2020-09-08,"Daily",1052
"US_Average","2020/2021",2020-09-04,"Cumulative",115335
"US_Average","2020/2021",2020-09-04,"Daily",465
"US_Average","2020/2021",2020-09-03,"Cumulative",114870
"US_Average","2020/2021",2020-09-03,"Daily",79
"US_Average","2020/2021",2020-09-02,"Cumulative",114791
"US_Average","2020/2021",2020-09-02,"Daily",1415
"US_Average","2020/2021",2020-09-01,"Cumulative",113376
"US_Average","2020/2021",2020-09-01,"Daily",2099
"US_Average","2020/2021",2020-08-31,"Cumulative",111277
"US_Average","2020/2021",2020-08-31,"Daily",781
"US_Average","2020/2021",2020-08-28,"Cumulative",110496
"US_Average","2020/2021",2020-08-28,"Daily",210
"US_Average","2020/2021",2020-08-27,"Cumulative",110286
"US_Average","2020/2021",2020-08-27,"Daily",10048
"US_Average","2020/2021",2020-08-26,"Cumulative",100238
"US_Average","2020/2021",2020-08-26,"Daily",1059
"US_Average","2020/2021",2020-08-25,"Cumulative",99179
"US_Average","2020/2021",2020-08-25,"Daily",5887
"US_Average","2020/2021",2020-08-24,"Cumulative",93292
"US_Average","2020/2021",2020-08-24,"Daily",5146
"US_Average","2020/2021",2020-08-21,"Cumulative",88146
"US_Average","2020/2021",2020-08-21,"Daily",2208
"US_Average","2020/2021",2020-08-20,"Cumulative",85938
"US_Average","2020/2021",2020-08-20,"Daily",9106
"US_Average","2020/2021",2020-08-19,"Cumulative",76832
"US_Average","2020/2021",2020-08-19,"Daily",6220
"US_Average","2020/2021",2020-08-18,"Cumulative",70612
"US_Average","2020/2021",2020-08-18,"Daily",2101
"US_Average","2020/2021",2020-08-17,"Cumulative",68511
"US_Average","2020/2021",2020-08-17,"Daily",898
"US_Average","2020/2021",2020-08-14,"Cumulative",67613
"US_Average","2020/2021",2020-08-14,"Daily",776
"US_Average","2020/2021",2020-08-13,"Cumulative",66837
"US_Average","2020/2021",2020-08-13,"Daily",3681
"US_Average","2020/2021",2020-08-12,"Cumulative",63156
"US_Average","2020/2021",2020-08-12,"Daily",2392
"US_Average","2020/2021",2020-08-11,"Cumulative",60764
"US_Average","2020/2021",2020-08-11,"Daily",458
"US_Average","2020/2021",2020-08-10,"Cumulative",60306
"US_Average","2020/2021",2020-08-10,"Daily",158
"US_Average","2020/2021",2020-08-07,"Cumulative",60148
"US_Average","2020/2021",2020-08-07,"Daily",1226
"US_Average","2020/2021",2020-08-06,"Cumulative",58922
"US_Average","2020/2021",2020-08-06,"Daily",10712
"US_Average","2020/2021",2020-08-05,"Cumulative",48210
"US_Average","2020/2021",2020-08-05,"Daily",15712
"US_Average","2020/2021",2020-08-04,"Cumulative",32498
"US_Average","2020/2021",2020-08-04,"Daily",32498
"US_Average","2020/2021",2020-08-03,"Cumulative",0
"US_Average","2020/2021",2020-08-03,"Daily",0
"US_Average","2019/2020",2020-07-31,"Cumulative",1611505
"US_Average","2019/2020",2020-07-31,"Daily",6737
"US_Average","2019/2020",2020-07-30,"Cumulative",1604768
"US_Average","2019/2020",2020-07-30,"Daily",6386
"US_Average","2019/2020",2020-07-29,"Cumulative",1598382
"US_Average","2019/2020",2020-07-29,"Daily",6974
"US_Average","2019/2020",2020-07-28,"Cumulative",1591408
"US_Average","2019/2020",2020-07-28,"Daily",3080
"US_Average","2019/2020",2020-07-27,"Cumulative",1588328
"US_Average","2019/2020",2020-07-27,"Daily",1293
"US_Average","2019/2020",2020-07-24,"Cumulative",1587035
"US_Average","2019/2020",2020-07-24,"Daily",0
"US_Average","2019/2020",2020-07-23,"Cumulative",1587035
"US_Average","2019/2020",2020-07-23,"Daily",184
"US_Average","2019/2020",2020-07-22,"Cumulative",1586851
"US_Average","2019/2020",2020-07-22,"Daily",1148
"US_Average","2019/2020",2020-07-21,"Cumulative",1585703
"US_Average","2019/2020",2020-07-21,"Daily",530
"US_Average","2019/2020",2020-07-20,"Cumulative",1585173
"US_Average","2019/2020",2020-07-20,"Daily",32
"US_Average","2019/2020",2020-07-17,"Cumulative",1585141
"US_Average","2019/2020",2020-07-17,"Daily",0
"US_Average","2019/2020",2020-07-16,"Cumulative",1585141
"US_Average","2019/2020",2020-07-16,"Daily",482
"US_Average","2019/2020",2020-07-15,"Cumulative",1584659
"US_Average","2019/2020",2020-07-15,"Daily",729
"US_Average","2019/2020",2020-07-14,"Cumulative",1583930
"US_Average","2019/2020",2020-07-14,"Daily",1657
"US_Average","2019/2020",2020-07-13,"Cumulative",1582273
"US_Average","2019/2020",2020-07-13,"Daily",1778
